Record Length,2.500000e+03,,   0.004987500000,   1.30000,
Sample Interval,1.000000e-08,,   0.004987510000,   1.30000,
Trigger Point,-4.987500000000e+05,,   0.004987520000,   1.30000,
,,,   0.004987530000,   1.30000,
,,,   0.004987540000,   1.32000,
,,,   0.004987550000,   1.30000,
Source,CH1,,   0.004987560000,   1.30000,
Vertical Units,V,,   0.004987570000,   1.34000,
Vertical Scale,5.000000e-01,,   0.004987580000,   1.32000,
Vertical Offset,0.000000e+00,,   0.004987590000,   1.30000,
Horizontal Units,s,,   0.004987600000,   1.30000,
Horizontal Scale,2.500000e-06,,   0.004987610000,   1.32000,
Pt Fmt,Y,,   0.004987620000,   1.32000,
Yzero,0.000000e+00,,   0.004987630000,   1.32000,
Probe Atten,1.000000e+01,,   0.004987640000,   1.32000,
Model Number,TBS1052B,,   0.004987650000,   1.32000,
Serial Number,C044584,,   0.004987660000,   1.30000,
Firmware Version,FV:v4.06,,   0.004987670000,   1.32000,
,,,0.004987680000,   1.30000,
,,,0.004987690000,   1.30000,
,,,0.004987700000,   1.30000,
,,,0.004987710000,   1.30000,
,,,0.004987720000,   1.32000,
,,,0.004987730000,   1.28000,
,,,0.004987740000,   1.30000,
,,,0.004987750000,   1.32000,
,,,0.004987760000,   1.30000,
,,,0.004987770000,   1.30000,
,,,0.004987780000,   1.30000,
,,,0.004987790000,   1.30000,
,,,0.004987800000,   1.30000,
,,,0.004987810000,   1.32000,
,,,0.004987820000,   1.32000,
,,,0.004987830000,   1.32000,
,,,0.004987840000,   1.32000,
,,,0.004987850000,   1.32000,
,,,0.004987860000,   1.28000,
,,,0.004987870000,   1.30000,
,,,0.004987880000,   1.30000,
,,,0.004987890000,   1.28000,
,,,0.004987900000,   1.28000,
,,,0.004987910000,   1.30000,
,,,0.004987920000,   1.32000,
,,,0.004987930000,   1.30000,
,,,0.004987940000,   1.30000,
,,,0.004987950000,   1.30000,
,,,0.004987960000,   1.34000,
,,,0.004987970000,   1.30000,
,,,0.004987980000,   1.30000,
,,,0.004987990000,   1.32000,
,,,0.004988000000,   1.30000,
,,,0.004988010000,   1.30000,
,,,0.004988020000,   1.32000,
,,,0.004988030000,   1.32000,
,,,0.004988040000,   1.30000,
,,,0.004988050000,   1.32000,
,,,0.004988060000,   1.32000,
,,,0.004988070000,   1.28000,
,,,0.004988080000,   1.32000,
,,,0.004988090000,   1.30000,
,,,0.004988100000,   1.30000,
,,,0.004988110000,   1.32000,
,,,0.004988120000,   1.32000,
,,,0.004988130000,   1.32000,
,,,0.004988140000,   1.30000,
,,,0.004988150000,   1.32000,
,,,0.004988160000,   1.30000,
,,,0.004988170000,   1.30000,
,,,0.004988180000,   1.30000,
,,,0.004988190000,   1.30000,
,,,0.004988200000,   1.32000,
,,,0.004988210000,   1.28000,
,,,0.004988220000,   1.32000,
,,,0.004988230000,   1.32000,
,,,0.004988240000,   1.34000,
,,,0.004988250000,   1.30000,
,,,0.004988260000,   1.30000,
,,,0.004988270000,   1.32000,
,,,0.004988280000,   1.30000,
,,,0.004988290000,   1.30000,
,,,0.004988300000,   1.30000,
,,,0.004988310000,   1.32000,
,,,0.004988320000,   1.32000,
,,,0.004988330000,   1.34000,
,,,0.004988340000,   1.30000,
,,,0.004988350000,   1.30000,
,,,0.004988360000,   1.32000,
,,,0.004988370000,   1.30000,
,,,0.004988380000,   1.32000,
,,,0.004988390000,   1.30000,
,,,0.004988400000,   1.32000,
,,,0.004988410000,   1.30000,
,,,0.004988420000,   1.30000,
,,,0.004988430000,   1.32000,
